descmarca,producto,descrip,claseprod,preciosiva
DOWEL.DOLARIZADO,DOW0091,CORTADORA CESPED 3.75HP COMPACT R 20/170 B&S,PESOS,"734,4"
DOWEL.DOLARIZADO,DOW0141,CORTADORA CESPED 3.75HP COMPACT RR20/170 B&S,PESOS,"881,28"
DOWEL.DOLARIZADO,DOW0072,CORTADORA CESPED 5.00HP COMPACT B 20 B&S,PESOS,"844,06"
DOWEL.DOLARIZADO,DOW0092,CORTADORA CESPED 5.00HP COMPACT R 20/170 B&S,PESOS,"871,48"
DOWEL.DOLARIZADO,DOW0142,CORTADORA CESPED 5.00HP COMPACT RR20/170 B&S,PESOS,"969,4"
DOWEL.DOLARIZADO,DOW0148,CORTADORA CESPED 5.00HP COMPACT RR20/170 KAMA,PESOS,"789,23"
DOWEL.DOLARIZADO,DOW0322,CORTADORA CESPED 5.00HP FULL 20/350-20 B&S,PESOS,"1162,93"
DOWEL.DOLARIZADO,DOW0222,CORTADORA CESPED 5.00HP INTER 20/350-20 B&S,PESOS,"1103,45"
DOWEL.DOLARIZADO,DOW3250,CORTADORA CESPED 6.50HP AUTOPROP. TROL-BIT,PESOS,"1574,56"
MOTORMECH.,APE1375,CORTADORA CESPED EXPLO B&S 3.75 HP C/BOLSA,PESOS,"582175,67"
MOTORMECH.,APE0375,CORTADORA CESPED EXPLO B&S 3.75 HP S/BOLSA,PESOS,"484790,98"
MOTORMECH.,APE0460,CORTADORA CESPED EXPLO B&S 5 HP XTE C/BOLSA,PESOS,"693777,11"
K-10,K100050_SA,CORTADORA DE CERAMICA 50CM.,PESOS,"18329,64"
K-10,K100042_SA,CORTADORA DE CERAMICA GRINGA,PESOS,"13192,9"
ZC,ZC-8502,CORTADORA DE PISO FLOTANTE,PESOS,"125,82"
MOCAR,MOC0350_SA,CORTADORA MOD. 350 C/RECOLECT 1/2 HP.,PESOS,0
MHARKA.,MHA30,CORTADORA P/CERAMICA DE  30 CMS.MK300,PESOS,"23698,71"
MHARKA.,MHA40,CORTADORA P/CERAMICA DE  40 CMS MK400,PESOS,"35070,04"
MHARKA.,MHA4001,CORTADORA P/CERAMICA DE  40 CMS.CLASIC 400,PESOS,"27002,84"
MHARKA.,MHA040,CORTADORA P/CERAMICA DE  40 CMS.MK-40,PESOS,"18488,34"
MHARKA.,MHA42,CORTADORA P/CERAMICA DE  42 CMS.E 420,PESOS,"18056,98"
MHARKA.,MHA450,CORTADORA P/CERAMICA DE  45 CMS.PROF. C450,PESOS,"36811,78"
MHARKA.,MHA50,CORTADORA P/CERAMICA DE  50 CMS MK500,PESOS,"38271,16"
MHARKA.,MHA60,CORTADORA P/CERAMICA DE  60 CMS MK600,PESOS,"43285,34"
MHARKA.,MHA640,CORTADORA P/CERAMICA DE  64 CMS IRON 640,PESOS,"89631,36"
MHARKA.,MHA64,CORTADORA P/CERAMICA DE  64 CMS MK640,PESOS,"46681,07"
MHARKA.,MHA75,CORTADORA P/CERAMICA DE  75 CMS MK750,PESOS,"51126,92"
MHARKA.,MHA84,CORTADORA P/CERAMICA DE  84 CMS IRON 840,PESOS,"101368,8"
MHARKA.,MHA1040,CORTADORA P/CERAMICA DE 104 CMS IRON1040,PESOS,"125410,94"
MHARKA.,MHA1200,CORTADORA P/CERAMICA DE 120 CMS MHARKA1200,PESOS,"214475,04"
NEIKE.,K104,CORTADORA P/CERAMICA DE 42 CMS. MOD.GRINGA,PESOS,"13747,22"
NEIKE.,K1050,CORTADORA P/CERAMICA DE 50 CMS. MOD.MAXI,PESOS,"19099,78"
MOTORMECH.,APE2015,CORTADORA P/CESPED CON REGULAD C/BOLS.1 Â½ HP,PESOS,"191959,89"
MOTORMECH.,APE201,CORTADORA P/CESPED CON REGULAD.C/BOLS. 1  HP,PESOS,"156068,25"
MOTORMECH.,APE115,CORTADORA P/CESPED S/REGULAD C/BOLS.1 Â½ HP,PESOS,"183881,17"
MOTORMECH.,APE11,CORTADORA P/CESPED S/REGULAD.C/BOLS. 1  HP,PESOS,"147989,54"
MOTORMECH.,APE1012,CORTADORA P/CESPED S/REGULAD.C/BOLS.1/2 HP,PESOS,"114726,87"
MOTORMECH.,APE134,CORTADORA P/CESPED S/REGULAD.C/BOLS.3/4 HP,PESOS,"127815,29"
MOTORMECH.,APE101,CORTADORA P/CESPED S/REGULADOR  1  HP,PESOS,"133772,77"
MOTORMECH.,APE1015,CORTADORA P/CESPED S/REGULADOR 1 Â½ HP,PESOS,"168073,5"
MOTORMECH.,APE012,CORTADORA P/CESPED S/REGULADOR 1/2 HP,PESOS,"102462,1"
MOTORMECH.,APE1034,CORTADORA P/CESPED S/REGULADOR 3/4 HP,PESOS,"114896,11"
MHARKA.,MHA11,CORTADORA P/MOSAICO MK1,PESOS,"53098,48"
MHARKA.,MHA012,CORTADORA P/MOSAICO MK2 KBEZAL DBLE PROPOS,PESOS,"72856,16"
MHARKA.,MHA04,CORTADORA PORTA AMOL. ANGULAR MK-4,PESOS,"17171,47"
MHARKA.,MHA07,CORTADORA PORTA AMOL. ANGULAR MK-7,PESOS,"51281,46"
GAN-MAR.,GAN114,CORTADORA SENS.P/METAL NÂºAB 14 MOTOR 3HP TRI,PESOS,"347120,64"
GAN-MAR.,GAN014,CORTADORA SENS.P/METAL NÂºAB 14 MOTOR MONOF,PESOS,"378190,08"
GAN-MAR.,GAN116,CORTADORA SENS.P/METAL NÂºAB 16 MOTOR 3HP TRI,PESOS,"364262,4"
GAN-MAR.,GAN016,CORTADORA SENS.P/METAL NÂºAB 16 MOTOR 4HP TRI,PESOS,"375066,62"
GAN-MAR.,GAN017,CORTADORA SENS.P/METAL NÂºAB 16 MOTOR 5HP TRI,PESOS,"458744,47"
GAN-MAR.,GAN14,CORTADORA SENSITIVA P/METAL NÂºAB 14,PESOS,"109817,97"
GAN-MAR.,GAN16,CORTADORA SENSITIVA P/METAL NÂºAB 16,PESOS,"186298,34"
BARBERO.,BAR820,CORTADORA/DOBLADORA DE BARRAS 16 MM,PESOS,"183299,39"
MOCAR,MOC0450_SA,CORTADOSA MOD. 450 C/REC/RIG. 1 HP.,PESOS,0
MOCAR,MOC0510_SA,"CORTADOSA MOD. 510 C/REC/RIG. 1,5 HP.",PESOS,0
EL ABUELO,ELA2303_SA,CORTAHIERRO ART. 303 DE 1/4,PESOS,"770,38"
EL ABUELO,ELA2304_SA,CORTAHIERRO ART. 304 DE 3/8,PESOS,"1024,36"
EL ABUELO,ELA2305_SA,CORTAHIERRO ART. 305 DE 1/2,PESOS,"1439,18"
EL ABUELO,ELA2306_SA,CORTAHIERRO ART. 306 DE 5/8,PESOS,"1811,66"
GHERARDI,GHE0026_SA,CORTAHIERRO CHATO DE 25CM.,PESOS,0
GHERARDI,GHE0031_SA,CORTAHIERRO CHATO DE 30CM.,PESOS,0
GHERARDI,GHE0036_SA,CORTAHIERRO CHATO DE 35CM.,PESOS,0
EL ABUELO,ELA2012_SA,CORTAHIERRO COMBINADO ART. 3-012,PESOS,0
EL ABUELO,ELA2043_SA,CORTAHIERRO COMBINADO ART. 345-043,PESOS,0
EL ABUELO,ELA2080_SA,CORTAHIERRO COMBINADO ART. 345-080,PESOS,0
EL ABUELO,ELA2085_SA,CORTAHIERRO COMBINADO ART. 3456-080,PESOS,0
EL ABUELO,ELA2140_SA,CORTAHIERRO COMBINADO ART. 45-140,PESOS,0
EL ABUELO,ELA2170_SA,CORTAHIERRO COMBINADO ART. 5-170,PESOS,0
L Y L,LYL0050_SA,CORTAHIERRO ELECTRICISTA,PESOS,0
YUNQUE,YUN0004_SA,CORTAHIERRO ELECTRICISTA,PESOS,"1382,04"
GHERARDI,GHE0020_SA,CORTAHIERRO HEXAGONAL DE 20CM.,PESOS,"2561,04"
GHERARDI,GHE0025_SA,CORTAHIERRO HEXAGONAL DE 25CM.,PESOS,"2740,5"
GHERARDI,GHE0030_SA,CORTAHIERRO HEXAGONAL DE 30CM.,PESOS,"2908,8"
GHERARDI,GHE0035_SA,CORTAHIERRO HEXAGONAL DE 35CM.,PESOS,"3167,08"
GHERARDI,GHE0040_SA,CORTAHIERRO HEXAGONAL DE 40CM.,PESOS,"3430,42"
,MAZZU561C/P,CORTAHIERRO Y PUNTA 3/4  25CM. AZZURRA,,"973,85"
,MAZZU560C/P,CORTAHIERRO Y PUNTA 3/4 20CM. AZZURRA,,"906,1"
,MAZZU562C/P,CORTAHIERRO Y PUNTA 3/4 30CM. AZZURRA,,"1113,3"
,MAZZU563C/P,CORTAHIERRO Y PUNTA 3/4 35CM. AZZURRA,,"1267,49"
,MAZZU564C/P,CORTAHIERRO Y PUNTA 3/4 40CM. AZZURRA,,"1331,83"
,MAZZU565C/P,CORTAHIERRO Y PUNTA 3/4 45CM. AZZURRA,,"1501,52"
,MAZZU566C/P,CORTAHIERRO Y PUNTA 3/4 50CM. AZZURRA,,"1706,39"
YUNQUE,YUN0020_SA,CORTAHIERRO/PUNTA HEXAGONAL DE 20CM.,PESOS,"1061,28"
YUNQUE,YUN0025_SA,CORTAHIERRO/PUNTA HEXAGONAL DE 25CM.,PESOS,"1110,56"
YUNQUE,YUN0030_SA,CORTAHIERRO/PUNTA HEXAGONAL DE 30CM.,PESOS,"1228,48"
YUNQUE,YUN0035_SA,CORTAHIERRO/PUNTA HEXAGONAL DE 35CM.,PESOS,"1309,44"
YUNQUE,YUN0040_SA,CORTAHIERRO/PUNTA HEXAGONAL DE 40CM.,PESOS,"1446,72"
NUDO.,NUD030,CORTAPERNO DE BANCO N3,PESOS,"126355,34"
"CUBIERTOS, CORTAPLUMAS Y HERRA",SC-COR02_BR,CORTAPLUMAS DE 13.5 CM ABIERTO                          (Con blister de segurida,PESOS,"1828,84"
"CUBIERTOS, CORTAPLUMAS Y HERRA",SC-COR01_BR,CORTAPLUMAS DE 19.5 CM ABIERTO                          (Con blister de segurida,PESOS,"2312,78"
"CUBIERTOS, CORTAPLUMAS Y HERRA",SC-MUL11_BR,CORTAPLUMAS MULTIFUNCION 11 ELEMENTOS          (Con blister de seguridad ),PESOS,"2148,02"
"CUBIERTOS, CORTAPLUMAS Y HERRA",SC-MUL06_BR,CORTAPLUMAS MULTIFUNCION 6 ELEMENTOS            (Con blister de seguridad ),PESOS,"1491,69"
"CUBIERTOS, CORTAPLUMAS Y HERRA",SC-MUL07_BR,CORTAPLUMAS MULTIFUNCION 7 ELEMENTOS            (Con blister de seguridad ),PESOS,"1790,03"
ASSISIT DOLARIZADO,ZC-8151,CORTAVIDRIO AUTOLUBRICANTE,DOLARIZADO,"9,68"
ZC,ZC-8150,CORTAVIDRIO CUERPO DE ALUMINIO,PESOS,"6,46"
ESE TRES,ESE0003_SA,CORTAñO P/CAñO DE COBRE C/RESP,PESOS,"2729,52"
ELIPLAST,ELI0013_SA,CORTINA P.V.C. SIMPLE CON GANCHOS,PESOS,"5581,3"
ELIPLAST,ELI0016_SA,CORTINA P/BAñO TELA DIAMANTE C/VOLADO,PESOS,"6325,02"
VARIOS,VAR0408_SA,"CORTINA PLASTICA 0,80 X 2 M.",PESOS,1320
VARIOS,VAR0409_SA,"CORTINA PLASTICA 0,90 X 2M.",PESOS,1430
VARIOS,VAR0410_SA,CORTINA PLASTICA 1 X 2 M.,PESOS,1540
ELIPLAST,ELI0012_SA,CORTINA PLASTICA COMPLETA VARIEDAD,PESOS,1858
VARIOS,VAR0407_SA,"CORTINA PLASTICA SIN BARRAL 0,80 X 2M.",PESOS,1012
ELIPLAST,ELI0017_SA,CORTINA PLASTICA TULIPAN,PESOS,"1536,14"
DIXON,DIX210,CRAYON INDUSTRIAL AMARILLO      10 UN,PESOS,"691,73"
DIXON,DIX240,CRAYON INDUSTRIAL AZUL          10 UN,PESOS,"691,73"
DIXON,DIX220,CRAYON INDUSTRIAL BLANCO        10 UN,PESOS,"691,73"
DIXON,DIX250,CRAYON INDUSTRIAL NEGRO         10 UN,PESOS,"691,73"
DIXON,DIX230,CRAYON INDUSTRIAL ROJO          10 UN,PESOS,"691,73"
EUREKA,FAB10,CRAYONES  VER PROV. DIXON,PESOS,"16861,91"
SOPORTES PARA ASIENTO DE INODO,TACOS_ML,CRECCHIO,PESOS,0
SOPORTES PARA ASIENTO DE INODO,TACOS_ML,CRECCHIO,PESOS,0
SOPORTES PARA ASIENTO DE INODO,TACOS_ML,CRECCHIO,PESOS,0
PROMISUR,PRO0000_SA,CREMA LIMPIA MANOS X 250GRS.,PESOS,0
PROMISUR,PRO0003_SA,"CREMA LIMPIA MANOS X 4,5KG",PESOS,"7911,64"
PROMISUR,PRO0013_SA,"CREMA LIMPIA MANOS X 4,5KG. DOYPACK",PESOS,"6653,04"
PROMISUR,PRO0001_SA,CREMA LIMPIA MANOS X 500GRS.,PESOS,"1288,74"
PROMISUR,PRO0002_SA,CREMA LIMPIA MANOS X 900GRS.,PESOS,"1863,04"
PROMISUR,PRO0012_SA,CREMA LIMPIA MANOS X 900GRS. DOYPACK,PESOS,"1602,66"
REPUESTOS PARA CALENTADOR A KE,0-816_BR,CREMALLERA PARA NRO.3 Y 5,PESOS,"247,09"
BIASSONI.,BIA4387,CRIQUE 1/2 RECTO METALICO 45 DIENTES,PESOS,"8038,36"
BIASSONI.,BIA6120,"CRIQUE 1/2""",PESOS,"13924,75"
IMPORTADO. DOLARIZADO,IMP2773,CRIQUE BOTELLA DE 10 T.,DOLARIZADO,"80,12"
IMPORTADO. DOLARIZADO,IMP107,CRIQUE BOTELLA DE 2 T.,DOLARIZADO,"36,57"
IMPORTADO. DOLARIZADO,IMP3247,CRIQUE BOTELLA DE 20 T.,DOLARIZADO,"132,44"
IMPORTADO. DOLARIZADO,IMP108,CRIQUE BOTELLA DE 3 T.,DOLARIZADO,"45,02"
IMPORTADO. DOLARIZADO,IMP207,CRIQUE BOTELLA DE 5 T.,DOLARIZADO,"58,18"
BISON DOLARIZADO.,BIS451,CRIQUE CARRITO 2 TON,DOLARIZADO,"81,15"
IMPORTADO. DOLARIZADO,IMP102,CRIQUE CARRITO 2 TON,DOLARIZADO,"125,32"
X-URBAN ESLINGAS,URB828,CRIQUE SUJETA RUEDA RECTO 900KG CS:3,PESOS,"8459,84"
X-URBAN ESLINGAS,URB2502,CRIQUE TENSOR CINTA A: 25MM L:3M GANCHO S,PESOS,"4083,11"
X-URBAN ESLINGAS,URB2551,CRIQUE TENSOR CINTA A: 25MM L:5M GANCHO S,PESOS,"4228,21"
X-URBAN ESLINGAS,URB5060,CRIQUE TENSOR CINTA A: 50MM L:6M GANCH GARFIO,PESOS,"9210,91"
X-URBAN ESLINGAS,URB5061,CRIQUE TENSOR CINTA A: 50MM L:6M GANCH PLANO,PESOS,"9210,91"
X-URBAN ESLINGAS,URB5090,CRIQUE TENSOR CINTA A: 50MM L:9M GANCH GARFIO,PESOS,"9726,41"
X-URBAN ESLINGAS,URB5091,CRIQUE TENSOR CINTA A: 50MM L:9M GANCH PLANO,PESOS,"9948,32"
X-URBAN ESLINGAS,URB1091,CRIQUE TENSOR CINTA A:100MM L:9M GANCH PLANO,PESOS,"33844,44"
PLASTIRRABIT,362_PR,CRISTAL  12 x 19 R. DE 25 MTS,PESOS,"438,65"
PLASTIRRABIT,364_PR,CRISTAL  13 x 19 R. DE 25 MTS,PESOS,"387,7"
PLASTIRRABIT,370_PR,CRISTAL  14 x 18 R. DE 25 MTS,PESOS,"254,36"
PLASTIRRABIT,380_PR,CRISTAL  14 x 20 R. DE 25 MTS,PESOS,"405,01"
PLASTIRRABIT,382_PR,CRISTAL  15 x 19 R. DE 25 MTS,PESOS,"274,51"
PLASTIRRABIT,384_PR,CRISTAL  15 x 20 R. DE 25 MTS,PESOS,"353,6"
PLASTIRRABIT,388_PR,CRISTAL  16 x 19 R. DE 25 MTS,PESOS,"212,24"
PLASTIRRABIT,390_PR,CRISTAL  16 x 20 R. DE 25 MTS,PESOS,"286,71"
PLASTIRRABIT,400_PR,CRISTAL  16 x 22 R. DE 25 MTS,PESOS,"467,73"
PLASTIRRABIT,410_PR,CRISTAL  18 x 22 R. DE 25 MTS,PESOS,"317,66"
PLASTIRRABIT,420_PR,CRISTAL  18 x 24 R. DE 25 MTS,PESOS,"522,39"
PLASTIRRABIT,428_PR,CRISTAL  19 x 22 R. DE 25 MTS,PESOS,"248,67"
PLASTIRRABIT,430_PR,CRISTAL  19 x 23 R. DE 25 MTS,PESOS,"342,53"
PLASTIRRABIT,440_PR,CRISTAL  19 x 25 R. DE 25 MTS,PESOS,"522,39"
PLASTIRRABIT,446_PR,CRISTAL  22 x 28 R. DE 25 MTS,PESOS,"605,66"
PLASTIRRABIT,450_PR,CRISTAL  25 x 29 R. DE 25 MTS,PESOS,"436,1"
PLASTIRRABIT,460_PR,CRISTAL  25 x 31 R. DE 25 MTS,PESOS,"691,06"
PLASTIRRABIT,295_PR,CRISTAL 10 x 12 R. DE 50 MTS,PESOS,"91,65"
PLASTIRRABIT,300_PR,CRISTAL 10 x 13 R. DE 50 MTS,PESOS,"137,83"
PLASTIRRABIT,310_PR,CRISTAL 10 x 14 R. DE 50 MTS,PESOS,"194,76"
PLASTIRRABIT,320_PR,CRISTAL 10 x 15 R. DE 50 MTS,PESOS,"247,99"
PLASTIRRABIT,330_PR,CRISTAL 10 x 16 R. DE 50 MTS,PESOS,319
PLASTIRRABIT,340_PR,CRISTAL 12 x 15 R. DE 50 MTS,PESOS,"161,99"
PLASTIRRABIT,350_PR,CRISTAL 12 x 16 R. DE 50 MTS,PESOS,"221,5"
PLASTIRRABIT,355_PR,CRISTAL 12 x 17 R. DE 25 MTS,PESOS,"293,2"
PLASTIRRABIT,360_PR,CRISTAL 12 x 18 R. DE 25 MTS,PESOS,"355,58"
PLASTIRRABIT,372_PR,CRISTAL 14 x 19 R. DE 25 MTS,PESOS,"333,41"
PLASTIRRABIT,10_PR,CRISTAL 2 x 4R. DE 100 MTS,PESOS,26
PLASTIRRABIT,20_PR,CRISTAL 3 x 5R. DE 50 MTS,PESOS,"34,31"
PLASTIRRABIT,30_PR,CRISTAL 3 x 6 R. DE 50 MTS,PESOS,"55,23"
PLASTIRRABIT,32_PR,CRISTAL 3 x 7R. DE 50 MTS,PESOS,"81,14"
PLASTIRRABIT,40_PR,CRISTAL 4 x 6 R. DE 50 MTS,PESOS,"39,63"
PLASTIRRABIT,50_PR,CRISTAL 4 x 7R. DE 50 MTS,PESOS,"65,46"
PLASTIRRABIT,60_PR,CRISTAL 4 x 8 R. DE 50 MTS,PESOS,"96,49"
PLASTIRRABIT,100_PR,CRISTAL 5 x 10 R. DE 50 MTS,PESOS,"147,95"
PLASTIRRABIT,102_PR,CRISTAL 5 x 11 R. DE 50 MTS,PESOS,"193,98"
PLASTIRRABIT,70_PR,CRISTAL 5 x 7 R. DE 50 MTS,PESOS,"47,9"
PLASTIRRABIT,80_PR,CRISTAL 5 x 8 R. DE 50 MTS,PESOS,"79,08"
PLASTIRRABIT,90_PR,CRISTAL 5 x 9 R. DE 50 MTS,PESOS,"113,92"
PLASTIRRABIT,130_PR,CRISTAL 6 x 10 R. DE 50 MTS,PESOS,"127,42"
PLASTIRRABIT,140_PR,CRISTAL 6 x 11 R. DE 50 MTS,PESOS,"171,79"
PLASTIRRABIT,150_PR,CRISTAL 6 x 12 R. DE 50 MTS,PESOS,"217,08"
PLASTIRRABIT,160_PR,CRISTAL 6 x 14 R. DE 50 MTS,PESOS,"317,66"
PLASTIRRABIT,110_PR,CRISTAL 6 x 8 R. DE 50 MTS,PESOS,57
PLASTIRRABIT,120_PR,CRISTAL 6 x 9 R. DE 50 MTS,PESOS,"91,65"
PLASTIRRABIT,170_PR,CRISTAL 7 x 10 R. DE 50 MTS,PESOS,"101,58"
PLASTIRRABIT,180_PR,CRISTAL 7 x 11 R. DE 50 MTS,PESOS,"145,05"
PLASTIRRABIT,190_PR,CRISTAL 7 x 12 R. DE 50 MTS,PESOS,"190,69"
PLASTIRRABIT,195_PR,CRISTAL 7 x 13 R. DE 50 MTS,PESOS,"247,21"
PLASTIRRABIT,200_PR,CRISTAL 7 x 14 R. DE 50 MTS,PESOS,"295,7"
PLASTIRRABIT,202_PR,CRISTAL 7 x 15 R. DE 50 MTS,PESOS,"354,8"
PLASTIRRABIT,165_PR,CRISTAL 7 x 9 R. DE 50 MTS,PESOS,"68,09"
PLASTIRRABIT,210_PR,CRISTAL 8 x 10 R. DE 50 MTS,PESOS,"73,33"
PLASTIRRABIT,220_PR,CRISTAL 8 x 11R. DE 50 MTS,PESOS,"115,03"
PLASTIRRABIT,230_PR,CRISTAL 8 x 12R. DE 50 MTS,PESOS,"160,02"
PLASTIRRABIT,232_PR,CRISTAL 8 x 13R. DE 50 MTS,PESOS,"215,76"
PLASTIRRABIT,240_PR,CRISTAL 8 x 14 R. DE 50 MTS,PESOS,"262,46"
PLASTIRRABIT,250_PR,CRISTAL 8 x 15 R. DE 50 MTS,PESOS,"328,95"
PLASTIRRABIT,252_PR,CRISTAL 8 x 16 R. DE 50 MTS,PESOS,"387,7"
PLASTIRRABIT,258_PR,CRISTAL 9 x 11 R. DE 50 MTS,PESOS,"81,14"
PLASTIRRABIT,260_PR,CRISTAL 9 x 12 R. DE 50 MTS,PESOS,"127,42"
PLASTIRRABIT,265_PR,CRISTAL 9 x 13 R. DE 50 MTS,PESOS,"177,58"
PLASTIRRABIT,280_PR,CRISTAL 9 x 15 R. DE 50 MTS,PESOS,"286,71"
PLASTIRRABIT,290_PR,CRISTAL 9 x 16 R. DE 50 MTS,PESOS,"355,58"
PLASTIRRABIT,1078_PR,CRISTAL P/ HIDROCARBURO 10 x 14 R. DE 50 MTS,PESOS,"225,14"
PLASTIRRABIT,1081_PR,CRISTAL P/ HIDROCARBURO 10 x 15 R. DE 50 MTS,PESOS,"286,78"
PLASTIRRABIT,1084_PR,CRISTAL P/ HIDROCARBURO 10 x 16 R. DE 50 MTS,PESOS,"367,25"
PLASTIRRABIT,1087_PR,CRISTAL P/ HIDROCARBURO 12 x 16 R. DE 50 MTS,PESOS,"257,16"
PLASTIRRABIT,1090_PR,CRISTAL P/ HIDROCARBURO 12 x 18 R. DE 25 MTS,PESOS,"368,69"
PLASTIRRABIT,1093_PR,CRISTAL P/ HIDROCARBURO 14 x 20 R. DE 25 MTS,PESOS,"469,25"
PLASTIRRABIT,1096_PR,CRISTAL P/ HIDROCARBURO 16 x 22 R. DE 25 MTS,PESOS,"542,73"
PLASTIRRABIT,1102_PR,CRISTAL P/ HIDROCARBURO 19 x 25 R. DE 25 MTS,PESOS,"612,62"
PLASTIRRABIT,1010_PR,CRISTAL P/ HIDROCARBURO 3 X 8 R. DE 50 MTS,PESOS,"129,43"
PLASTIRRABIT,1006_PR,CRISTAL P/ HIDROCARBURO 3 x 5 R. DE 50 MTS,PESOS,"38,38"
PLASTIRRABIT,1009_PR,CRISTAL P/ HIDROCARBURO 3 x 6 R. DE 50 MTS,PESOS,"63,17"
PLASTIRRABIT,1012_PR,CRISTAL P/ HIDROCARBURO 4 x 7 R. DE 50 MTS,PESOS,"76,11"
PLASTIRRABIT,1027_PR,CRISTAL P/ HIDROCARBURO 5 x 10 R. DE 50 MTS,PESOS,"172,98"
PLASTIRRABIT,1021_PR,CRISTAL P/ HIDROCARBURO 5 x 8 R. DE 50 MTS,PESOS,"90,12"
PLASTIRRABIT,1024_PR,CRISTAL P/ HIDROCARBURO 5 x 9 R. DE 50 MTS,PESOS,"130,54"
PLASTIRRABIT,1036_PR,CRISTAL P/ HIDROCARBURO 6 x 10 R. DE 50 MTS,PESOS,"148,87"
PLASTIRRABIT,1042_PR,CRISTAL P/ HIDROCARBURO 6 x 12 R. DE 50 MTS,PESOS,"253,69"
PLASTIRRABIT,1030_PR,CRISTAL P/ HIDROCARBURO 6 x 8 R. DE 50 MTS,PESOS,"66,01"
PLASTIRRABIT,1033_PR,CRISTAL P/ HIDROCARBURO 6 x 9 R. DE 50 MTS,PESOS,"105,07"
PLASTIRRABIT,1045_PR,CRISTAL P/ HIDROCARBURO 7 x 10 R. DE 50 MTS,PESOS,"118,78"
PLASTIRRABIT,1048_PR,CRISTAL P/ HIDROCARBURO 7 x 11 R. DE 50 MTS,PESOS,"166,98"
PLASTIRRABIT,1051_PR,CRISTAL P/ HIDROCARBURO 7 x 12 R. DE 50 MTS,PESOS,"219,85"
PLASTIRRABIT,1052_PR,CRISTAL P/ HIDROCARBURO 7 x 13 R. DE 50 MTS,PESOS,"277,38"
PLASTIRRABIT,1054_PR,CRISTAL P/ HIDROCARBURO 7 x 14 R. DE 50 MTS,PESOS,"343,98"
PLASTIRRABIT,1057_PR,CRISTAL P/ HIDROCARBURO 8 x 10 R. DE 50 MTS,PESOS,"83,28"
PLASTIRRABIT,1060_PR,CRISTAL P/ HIDROCARBURO 8 x 11 R. DE 50 MTS,PESOS,"133,53"
PLASTIRRABIT,1063_PR,CRISTAL P/ HIDROCARBURO 8 x 12 R. DE 50 MTS,PESOS,"185,2"
PLASTIRRABIT,1064_PR,CRISTAL P/ HIDROCARBURO 8 x 13 R. DE 50 MTS,PESOS,"249,57"
PLASTIRRABIT,1066_PR,CRISTAL P/ HIDROCARBURO 8 x 14 R. DE 50 MTS,PESOS,"304,36"
PLASTIRRABIT,1069_PR,CRISTAL P/ HIDROCARBURO 9 x 12 R. DE 50 MTS,PESOS,"146,2"
PLASTIRRABIT,1072_PR,CRISTAL P/ HIDROCARBURO 9 x 14 R. DE 50 MTS,PESOS,"266,14"
PLASTIRRABIT,1075_PR,CRISTAL P/ HIDROCARBURO 9 x 15 R. DE 50 MTS,PESOS,"332,71"
PLASTIRRABIT,1099_PR,CRISTAL P/ HIDROCARBURO18 x 24 R. DE 25 MTS,PESOS,"605,66"
PLASTIRRABIT,1000_PR,CRISTAL P/ HIDROCARBURO2 x 4 R. DE   MTS,PESOS,"29,45"
PLASTIRRABIT,1015_PR,CRISTAL P/ HIDROCARBURO4 x 8 R. DE 50 MTS,PESOS,"111,82"
PLASTIRRABIT,1018_PR,CRISTAL P/ HIDROCARBURO5 x 7 R. DE 50 MTS,PESOS,57
PLASTIRRABIT,1039_PR,CRISTAL P/ HIDROCARBURO6 x 11 R. DE 50 MTS,PESOS,"198,63"
SEGURITEX,SEG0100_SA,CRISTAL RECTANGULAR INCOLORO ECONO.,DOLARIZADO,0
CRISTALES SOLD DOLARIZAD,SEG155,CRISTAL VIDRIO DIN  5 105 X  50 X 10 U.,DOLARIZADO,"14,17"
CRISTALES SOLD DOLARIZAD,SEG156,CRISTAL VIDRIO DIN  6 105 X  50 X 10 U.,DOLARIZADO,"14,2"
CRISTALES SOLD DOLARIZAD,SEG125,CRISTAL VIDRIO DIN 10 105 X  50 X 10 U.,DOLARIZADO,"14,2"
CRISTALES SOLD DOLARIZAD,SEG130,CRISTAL VIDRIO DIN 11 105 X  50 X 10 U.,DOLARIZADO,"14,2"
CRISTALES SOLD DOLARIZAD,SEG120,CRISTAL VIDRIO DIN 12 105 X  50 X 10 U.,DOLARIZADO,"14,2"
CRISTALES SOLD DOLARIZAD,SEG135,CRISTAL VIDRIO REDONDO DIN6 X 10UN P/AUTOG,DOLARIZADO,"14,2"
CRISTALES SOLD DOLARIZAD,SEG105,CRISTAL VIDRIO TRANSP 105 X 50 X 10 UNID,DOLARIZADO,"5,2"
CRISTALES SOLD DOLARIZAD,SEG170,CRISTAL VIDRIO TRANSP REDONDO  X 10 UNID,DOLARIZADO,"5,2"
PLASTIRRABIT,270_PR,CRISTAL9 x 14 R. DE 50 MTS,PESOS,"228,89"
ACCESORIOS PARA EL ASADOR,6030_BR,CRUZ PARA ASADOR CRIOLLO,PESOS,"18441,09"
MECANOBRA.,MEC4260,CUBIERTA Y CAMARA 220 X 4  RAYADA 4 TELAS,PESOS,"5169,99"
